   10.0000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   13.7097       1.41204       1.87104       1.40316       1.86708      0.887036E-02  0.395351E-02   3.27025       1.01144       1.01089      0.856297      0.391721       0.00000       0.00000      0.856190    
  0.109648E-03   13.5107       1.38567       1.83733       1.37625       1.83313      0.942010E-02  0.420642E-02   3.20937      0.993661      0.993066      0.840170      0.382585       0.00000       0.00000      0.840061    
  0.120226E-03   13.3127       1.36003       1.80441       1.35001       1.79992      0.100257E-01  0.448631E-02   3.14993      0.976272      0.975628      0.824406      0.373737       0.00000       0.00000      0.824296    
  0.131825E-03   13.1151       1.33471       1.77180       1.32405       1.76703      0.106568E-01  0.477860E-02   3.09107      0.959043      0.958347      0.808789      0.365006       0.00000       0.00000      0.808678    
  0.144543E-03   12.9182       1.30981       1.73965       1.29849       1.73456      0.113244E-01  0.508867E-02   3.03305      0.942044      0.941293      0.793384      0.356443       0.00000       0.00000      0.793272    
  0.158489E-03   12.7221       1.28551       1.70812       1.27346       1.70270      0.120477E-01  0.542597E-02   2.97616      0.925357      0.924545      0.778267      0.348105       0.00000       0.00000      0.778154    
  0.173779E-03   12.5265       1.26150       1.67690       1.24870       1.67112      0.128001E-01  0.577756E-02   2.91983      0.908824      0.907947      0.763290      0.339879       0.00000       0.00000      0.763176    
  0.190545E-03   12.3318       1.23806       1.64627       1.22445       1.64011      0.136114E-01  0.615818E-02   2.86456      0.892585      0.891638      0.748585      0.331865       0.00000       0.00000      0.748470    
  0.208928E-03   12.1380       1.21506       1.61609       1.20059       1.60953      0.144741E-01  0.656432E-02   2.81012      0.876576      0.875553      0.734089      0.324015       0.00000       0.00000      0.733975    
  0.229085E-03   11.9446       1.19236       1.58622       1.17699       1.57923      0.153705E-01  0.698714E-02   2.75622      0.860716      0.859613      0.719731      0.316271       0.00000       0.00000      0.719616    
  0.251186E-03   11.7526       1.17035       1.55705       1.15399       1.54960      0.163560E-01  0.745450E-02   2.70359      0.845209      0.844018      0.705696      0.308780       0.00000       0.00000      0.705581    
  0.275420E-03   11.5612       1.14863       1.52820       1.13125       1.52025      0.173844E-01  0.794343E-02   2.65150      0.829855      0.828569      0.691800      0.301395       0.00000       0.00000      0.691685    
  0.301992E-03   11.3706       1.12733       1.49975       1.10886       1.49129      0.184704E-01  0.846135E-02   2.60015      0.814704      0.813317      0.678090      0.294155       0.00000       0.00000      0.677976    
