   100.000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   36.7269       3.15552       4.17126       3.14303       4.16545      0.124894E-01  0.580588E-02   7.30848       1.86998       1.86917       1.71924       1.27305      0.577203       0.00000       1.71908    
  0.109648E-03   35.7642       3.07537       4.06677       3.06214       4.06061      0.132274E-01  0.615705E-02   7.12276       1.82531       1.82443       1.67617       1.23684      0.560173       0.00000       1.67601    
  0.120226E-03   34.8292       2.99792       3.96562       2.98388       3.95907      0.140361E-01  0.654335E-02   6.94296       1.78200       1.78105       1.63443       1.20189      0.543748       0.00000       1.63428    
  0.131825E-03   33.9057       2.92156       3.86581       2.90668       3.85887      0.148770E-01  0.694568E-02   6.76555       1.73924       1.73822       1.59324       1.16744      0.527568       0.00000       1.59308    
  0.144543E-03   32.9983       2.84676       3.76794       2.83100       3.76057      0.157639E-01  0.737097E-02   6.59157       1.69727       1.69618       1.55282       1.13373      0.511736       0.00000       1.55266    
  0.158489E-03   32.1130       2.77409       3.67267       2.75737       3.66484      0.167204E-01  0.783121E-02   6.42221       1.65637       1.65519       1.51344       1.10100      0.496374       0.00000       1.51328    
  0.173779E-03   31.2385       2.70245       3.57868       2.68473       3.57037      0.177131E-01  0.830969E-02   6.25510       1.61599       1.61472       1.47457       1.06874      0.481240       0.00000       1.47440    
  0.190545E-03   30.3848       2.63280       3.48713       2.61402       3.47830      0.187791E-01  0.882515E-02   6.09232       1.57661       1.57525       1.43667       1.03741      0.466545       0.00000       1.43651    
  0.208928E-03   29.5473       2.56470       3.39746       2.54479       3.38809      0.199086E-01  0.937287E-02   5.93288       1.53800       1.53654       1.39953       1.00678      0.452186       0.00000       1.39937    
  0.229085E-03   28.7204       2.49760       3.30903       2.47652       3.29909      0.210795E-01  0.994166E-02   5.77560       1.49990       1.49833       1.36288      0.976619      0.438047       0.00000       1.36272    
  0.251186E-03   27.9185       2.43287       3.22350       2.41052       3.21293      0.223598E-01  0.105663E-01   5.62344       1.46298       1.46129       1.32738      0.947537      0.424422       0.00000       1.32722    
  0.275420E-03   27.1273       2.36917       3.13920       2.34548       3.12798      0.236922E-01  0.112178E-01   5.47346       1.42656       1.42475       1.29237      0.918916      0.411016       0.00000       1.29222    
  0.301992E-03   26.3505       2.30684       3.05656       2.28174       3.04465      0.250948E-01  0.119053E-01   5.32639       1.39083       1.38888       1.25803      0.890914      0.397904       0.00000       1.25787    
  0.331127E-03   25.5942       2.24643       2.97626       2.21983       2.96361      0.266083E-01  0.126503E-01   5.18344       1.35605       1.35395       1.22461      0.863781      0.385204       0.00000       1.22446    
  0.363073E-03   24.8477       2.18696       2.89709       2.15878       2.88366      0.281784E-01  0.134247E-01   5.04245       1.32172       1.31947       1.19164      0.837064      0.372700       0.00000       1.19149    
  0.398101E-03   24.1198       2.12924       2.82002       2.09938       2.80576      0.298605E-01  0.142574E-01   4.90515       1.28826       1.28584       1.15951      0.811127      0.360566       0.00000       1.15936    
  0.436509E-03   23.4070       2.07294       2.74466       2.04130       2.72952      0.316438E-01  0.151432E-01   4.77081       1.25548       1.25289       1.12804      0.785817      0.348729       0.00000       1.12790    
  0.478622E-03   22.7037       2.01754       2.67037       1.98405       2.65431      0.334918E-01  0.160630E-01   4.63836       1.22315       1.22037       1.09700      0.760903      0.337079       0.00000       1.09686    
  0.524798E-03   22.0228       1.96424       2.59859       1.92874       2.58152      0.355066E-01  0.170708E-01   4.51026       1.19183       1.18884       1.06695      0.736907      0.325865       0.00000       1.06682    
  0.575429E-03   21.3519       1.91189       2.52794       1.87429       2.50981      0.376050E-01  0.181231E-01   4.38410       1.16097       1.15776       1.03734      0.713320      0.314844       0.00000       1.03721    
  0.630945E-03   20.6937       1.86073       2.45870       1.82092       2.43947      0.398089E-01  0.192315E-01   4.26039       1.13068       1.12724       1.00828      0.690248      0.304067       0.00000       1.00816    
  0.691816E-03   20.0544       1.81135       2.39154       1.76916       2.37111      0.421867E-01  0.204331E-01   4.14027       1.10123       1.09754      0.980035      0.667932      0.293649       0.00000      0.979917    
  0.758561E-03   19.4239       1.76280       2.32537       1.71814       2.30369      0.446519E-01  0.216817E-01   4.02183       1.07217       1.06823      0.952171      0.645968      0.283398       0.00000      0.952061    
  0.831745E-03   18.8098       1.71579       2.26100       1.66850       2.23798      0.472855E-01  0.230211E-01   3.90648       1.04385       1.03962      0.925009      0.624654      0.273456       0.00000      0.924905    
