   10.0000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   13.4267       1.40594       1.86977       1.39702       1.86533      0.891922E-02  0.444932E-02   3.26234       1.01188       1.01129      0.854145      0.385137       0.00000       0.00000      0.854038    
  0.109648E-03   13.2356       1.37975       1.83615       1.37028       1.83143      0.947170E-02  0.472713E-02   3.20171      0.994076      0.993437      0.838097      0.376207       0.00000       0.00000      0.837989    
  0.120226E-03   13.0454       1.35431       1.80331       1.34423       1.79828      0.100803E-01  0.503370E-02   3.14250      0.976666      0.975976      0.822410      0.367560       0.00000       0.00000      0.822301    
  0.131825E-03   12.8556       1.32916       1.77078       1.31845       1.76543      0.107145E-01  0.535344E-02   3.08388      0.959417      0.958672      0.806869      0.359028       0.00000       0.00000      0.806759    
  0.144543E-03   12.6663       1.30445       1.73871       1.29306       1.73302      0.113854E-01  0.569204E-02   3.02608      0.942399      0.941595      0.791539      0.350661       0.00000       0.00000      0.791427    
  0.158489E-03   12.4779       1.28032       1.70726       1.26821       1.70120      0.121122E-01  0.605947E-02   2.96941      0.925693      0.924824      0.776493      0.342517       0.00000       0.00000      0.776380    
  0.173779E-03   12.2899       1.25649       1.67612       1.24362       1.66968      0.128682E-01  0.644198E-02   2.91330      0.909140      0.908203      0.761586      0.334483       0.00000       0.00000      0.761473    
  0.190545E-03   12.1027       1.23322       1.64556       1.21954       1.63871      0.136834E-01  0.685510E-02   2.85825      0.892882      0.891871      0.746949      0.326657       0.00000       0.00000      0.746835    
  0.208928E-03   11.9163       1.21040       1.61546       1.19585       1.60817      0.145502E-01  0.729505E-02   2.80402      0.876854      0.875763      0.732520      0.318994       0.00000       0.00000      0.732406    
  0.229085E-03   11.7303       1.18786       1.58566       1.17241       1.57791      0.154508E-01  0.775252E-02   2.75032      0.860975      0.859799      0.718226      0.311437       0.00000       0.00000      0.718112    
  0.251186E-03   11.5456       1.16602       1.55658       1.14958       1.54832      0.164409E-01  0.825661E-02   2.69790      0.845450      0.844180      0.704253      0.304127       0.00000       0.00000      0.704139    
  0.275420E-03   11.3614       1.14447       1.52779       1.12700       1.51901      0.174741E-01  0.878321E-02   2.64601      0.830077      0.828707      0.690417      0.296924       0.00000       0.00000      0.690304    
  0.301992E-03   11.1780       1.12333       1.49942       1.10477       1.49008      0.185652E-01  0.934005E-02   2.59485      0.814908      0.813432      0.676766      0.289862       0.00000       0.00000      0.676653    
  0.331127E-03   10.9957       1.10277       1.47164       1.08303       1.46170      0.197484E-01  0.994521E-02   2.54472      0.800027      0.798434      0.663375      0.282999       0.00000       0.00000      0.663263    
  0.363073E-03   10.8140       1.08250       1.44414       1.06152       1.43357      0.209789E-01  0.105753E-01   2.49508      0.785285      0.783569      0.650109      0.276232       0.00000       0.00000      0.649998    
  0.398101E-03   10.6334       1.06275       1.41718       1.04045       1.40592      0.223031E-01  0.112547E-01   2.44637      0.770805      0.768954      0.637077      0.269643       0.00000       0.00000      0.636968    
  0.436509E-03   10.4537       1.04344       1.39065       1.01973       1.37867      0.237128E-01  0.119792E-01   2.39840      0.756535      0.754539      0.624235      0.263197       0.00000       0.00000      0.624127    
  0.478622E-03   10.2747       1.02442       1.36439      0.999241       1.35166      0.251771E-01  0.127326E-01   2.35090      0.742400      0.740252      0.611512      0.256841       0.00000       0.00000      0.611406    
  0.524798E-03   10.0972       1.00605       1.33878      0.979270       1.32522      0.267833E-01  0.135613E-01   2.30449      0.728577      0.726259      0.599067      0.250693       0.00000       0.00000      0.598964    
