   1000.00000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   61.2381       5.01497       6.98804       4.99910       6.98022      0.158762E-01  0.781424E-02   11.9793       2.79143       2.79030       2.64270       2.20766       1.54740       0.00000       2.64252    
  0.109648E-03   59.2375       4.86604       6.77934       4.84926       6.77108      0.167819E-01  0.826661E-02   11.6203       2.71228       2.71107       2.56516       2.13698       1.49502       0.00000       2.56499    
  0.120226E-03   57.3170       4.72297       6.57873       4.70519       6.56997      0.177706E-01  0.876172E-02   11.2752       2.63606       2.63476       2.49054       2.06914       1.44485       0.00000       2.49036    
  0.131825E-03   55.4288       4.58225       6.38137       4.56345       6.37209      0.187968E-01  0.927620E-02   10.9355       2.56102       2.55963       2.41708       2.00243       1.39555       0.00000       2.41691    
  0.144543E-03   53.5866       4.44490       6.18865       4.42502       6.17883      0.198768E-01  0.981843E-02   10.6039       2.48768       2.48618       2.34530       1.93735       1.34752       0.00000       2.34512    
  0.158489E-03   51.8063       4.31208       6.00216       4.29104       5.99176      0.210376E-01  0.104026E-01   10.2828       2.41660       2.41500       2.27575       1.87444       1.30118       0.00000       2.27558    
  0.173779E-03   50.0561       4.18147       5.81870       4.15923       5.80769      0.222404E-01  0.110086E-01   9.96692       2.34663       2.34491       2.20730       1.81260       1.25566       0.00000       2.20713    
  0.190545E-03   48.3634       4.05508       5.64104       4.03155       5.62938      0.235278E-01  0.116587E-01   9.66094       2.27876       2.27692       2.14093       1.75279       1.21170       0.00000       2.14076    
  0.208928E-03   46.7149       3.93194       5.46783       3.90705       5.45549      0.248882E-01  0.123470E-01   9.36254       2.21252       2.21055       2.07616       1.69453       1.16894       0.00000       2.07599    
  0.229085E-03   45.0950       3.81091       5.29751       3.78461       5.28445      0.262963E-01  0.130603E-01   9.06906       2.14733       2.14522       2.01243       1.63728       1.12696       0.00000       2.01226    
  0.251186E-03   43.5424       3.69483       5.13396       3.66700       5.12012      0.278292E-01  0.138391E-01   8.78713       2.08461       2.08235       1.95114       1.58240       1.08680       0.00000       1.95097    
  0.275420E-03   42.0184       3.58086       4.97328       3.55144       4.95863      0.294215E-01  0.146493E-01   8.51008       2.02293       2.02051       1.89088       1.52851       1.04741       0.00000       1.89071    
  0.301992E-03   40.5325       3.46972       4.81646       3.43863       4.80095      0.310935E-01  0.155016E-01   8.23958       1.96266       1.96007       1.83200       1.47597       1.00905       0.00000       1.83183    
  0.331127E-03   39.1002       3.36254       4.66502       3.32965       4.64860      0.328908E-01  0.164203E-01   7.97825       1.90435       1.90158       1.77505       1.42530      0.972127       0.00000       1.77490    
  0.363073E-03   37.6934       3.25725       4.51615       3.22250       4.49878      0.347519E-01  0.173729E-01   7.72128       1.84698       1.84401       1.71903       1.37553      0.935888       0.00000       1.71888    
  0.398101E-03   36.3345       3.15552       4.37210       3.11878       4.35371      0.367387E-01  0.183926E-01   7.47249       1.79136       1.78818       1.66474       1.32743      0.900932       0.00000       1.66459    
  0.436509E-03   35.0140       3.05665       4.23191       3.01781       4.21244      0.388383E-01  0.194727E-01   7.23025       1.73715       1.73375       1.61183       1.28067      0.867000       0.00000       1.61169    
  0.478622E-03   33.7177       2.95958       4.09416       2.91857       4.07357      0.410102E-01  0.205914E-01   6.99215       1.68382       1.68020       1.55980       1.23475      0.833715       0.00000       1.55966    
  0.524798E-03   32.4775       2.86671       3.96206       2.82334       3.94025      0.433669E-01  0.218097E-01   6.76359       1.63255       1.62867       1.50979       1.19079      0.801922       0.00000       1.50965    
  0.575429E-03   31.2621       2.77570       3.83245       2.72988       3.80938      0.458157E-01  0.230778E-01   6.53926       1.58219       1.57805       1.46067       1.14769      0.770788       0.00000       1.46054    
  0.630945E-03   30.0782       2.68705       3.70602       2.63867       3.68161      0.483806E-01  0.244087E-01   6.32027       1.53298       1.52856       1.41268       1.10569      0.740488       0.00000       1.41256    
  0.691816E-03   28.9403       2.60186       3.58420       2.55072       3.55836      0.511356E-01  0.258430E-01   6.10908       1.48545       1.48072       1.36634       1.06527      0.711402       0.00000       1.36623    
  0.758561E-03   27.8237       2.51829       3.46455       2.46431       3.43722      0.539858E-01  0.273293E-01   5.90152       1.43871       1.43366       1.32078       1.02560      0.682883       0.00000       1.32067    
  0.831745E-03   26.7467       2.43771       3.34886       2.38069       3.31995      0.570186E-01  0.289154E-01   5.70064       1.39341       1.38802       1.27662      0.987287      0.655403       0.00000       1.27653    
  0.911989E-03   25.7026       2.35964       3.23650       2.29942       3.20591      0.602220E-01  0.305953E-01   5.50532       1.34931       1.34355       1.23365      0.950111      0.628789       0.00000       1.23356    
  0.999975E-03   24.6789       2.28311       3.12618       2.21958       3.09385      0.635321E-01  0.323339E-01   5.31343       1.30595       1.29982       1.19140      0.913634      0.602709       0.00000       1.19132    
  0.109645E-02   23.7013       2.21012       3.02051       2.14301       2.98629      0.671087E-01  0.342199E-01   5.12930       1.26427       1.25773       1.15080      0.878740      0.577837       0.00000       1.15073    
  0.120223E-02   22.7453       2.13878       2.91701       2.06795       2.88083      0.708240E-01  0.361830E-01   4.94879       1.22337       1.21640       1.11096      0.844582      0.553526       0.00000       1.11091    
  0.131822E-02   21.8148       2.06941       2.81609       1.99470       2.77785      0.747036E-01  0.382375E-01   4.77255       1.18341       1.17598       1.07203      0.811296      0.529883       0.00000       1.07199    
  0.144540E-02   20.9233       2.00305       2.71909       1.92419       2.67864      0.788629E-01  0.404485E-01   4.60283       1.14485       1.13694       1.03448      0.779337      0.507254       0.00000       1.03445    
  0.158485E-02   20.0497       1.93809       2.62389       1.85493       2.58116      0.831592E-01  0.427365E-01   4.43609       1.10695       1.09852      0.997561      0.747983      0.485088       0.00000      0.997545    
