   30000.0000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   93.9286       7.66498       11.0520       7.64383       11.0408      0.211461E-01  0.111494E-01   18.6846       4.11856       4.11760       3.96728       3.52527       2.95615       0.00000       3.96706    
  0.109648E-03   90.4471       7.42240       10.6950       7.40011       10.6833      0.222922E-01  0.117545E-01   18.0834       3.99133       3.99030       3.84232       3.40878       2.85085       0.00000       3.84211    
  0.120226E-03   87.1164       7.18828       10.3508       7.16474       10.3384      0.235367E-01  0.124123E-01   17.5032       3.86838       3.86727       3.72158       3.29637       2.74978       0.00000       3.72137    
  0.131825E-03   83.8469       6.95765       10.0119       6.93282       9.99881      0.248254E-01  0.130938E-01   16.9316       3.74719       3.74601       3.60259       3.18564       2.65043       0.00000       3.60237    
  0.144543E-03   80.6650       6.73202       9.68049       6.70585       9.66668      0.261775E-01  0.138092E-01   16.3725       3.62853       3.62727       3.48609       3.07732       2.55354       0.00000       3.48587    
  0.158489E-03   77.6012       6.51329       9.35940       6.48567       9.34482      0.276241E-01  0.145755E-01   15.8305       3.51335       3.51200       3.37302       2.97231       2.46001       0.00000       3.37281    
  0.173779E-03   74.5950       6.29795       9.04337       6.26883       9.02800      0.291197E-01  0.153680E-01   15.2968       3.39989       3.39845       3.26165       2.86894       2.36811       0.00000       3.26144    
  0.190545E-03   71.6996       6.08919       8.73713       6.05847       8.72091      0.307136E-01  0.162135E-01   14.7794       3.28974       3.28820       3.15355       2.76873       2.27937       0.00000       3.15335    
  0.208928E-03   68.8894       5.88557       8.43853       5.85318       8.42143      0.323917E-01  0.171045E-01   14.2746       3.18220       3.18055       3.04802       2.67099       2.19307       0.00000       3.04781    
  0.229085E-03   66.1345       5.68531       8.14490       5.65118       8.12688      0.341248E-01  0.180251E-01   13.7781       3.07634       3.07458       2.94414       2.57485       2.10835       0.00000       2.94395    
  0.251186E-03   63.5100       5.49306       7.86310       5.45705       7.84408      0.360008E-01  0.190230E-01   13.3011       2.97451       2.97263       2.84425       2.48255       2.02740       0.00000       2.84406    
  0.275420E-03   60.9407       5.30425       7.58638       5.26631       7.56632      0.379442E-01  0.200575E-01   12.8326       2.87441       2.87240       2.74607       2.39189       1.94804       0.00000       2.74588    
  0.301992E-03   58.4457       5.12008       7.31647       5.08010       7.29533      0.399782E-01  0.211411E-01   12.3754       2.77664       2.77450       2.65018       2.30346       1.87083       0.00000       2.65000    
  0.331127E-03   56.0546       4.94250       7.05623       4.90035       7.03392      0.421532E-01  0.223015E-01   11.9343       2.68219       2.67990       2.55756       2.21816       1.79664       0.00000       2.55738    
  0.363073E-03   53.7132       4.76809       6.80061       4.72369       6.77711      0.443998E-01  0.235008E-01   11.5008       2.58931       2.58688       2.46651       2.13437       1.72390       0.00000       2.46634    
  0.398101E-03   51.4647       4.59966       6.55374       4.55287       6.52896      0.467869E-01  0.247766E-01   11.0818       2.49944       2.49684       2.37841       2.05343       1.65388       0.00000       2.37824    
  0.436509E-03   49.2906       4.43609       6.31393       4.38679       6.28781      0.492991E-01  0.261209E-01   10.6746       2.41200       2.40923       2.29270       1.97480       1.58603       0.00000       2.29255    
  0.478622E-03   47.1636       4.27560       6.07859       4.22370       6.05108      0.518911E-01  0.275089E-01   10.2748       2.32609       2.32314       2.20851       1.89762       1.51957       0.00000       2.20837    
  0.524798E-03   45.1451       4.12228       5.85365       4.06759       5.82464      0.546862E-01  0.290081E-01   9.89224       2.24376       2.24061       2.12786       1.82384       1.45631       0.00000       2.12772    
  0.575429E-03   43.1747       3.97219       5.63337       3.91461       5.60281      0.575814E-01  0.305624E-01   9.51742       2.16304       2.15969       2.04878       1.75157       1.39446       0.00000       2.04865    
  0.630945E-03   41.2649       3.82618       5.41897       3.76557       5.38678      0.606029E-01  0.321861E-01   9.15236       2.08434       2.08078       1.97170       1.68123       1.33442       0.00000       1.97159    
  0.691816E-03   39.4436       3.68618       5.21322       3.62235       5.17930      0.638294E-01  0.339229E-01   8.80165       2.00863       2.00484       1.89757       1.61371       1.27700       0.00000       1.89746    
  0.758561E-03   37.6635       3.54900       5.01153       3.48184       4.97581      0.671577E-01  0.357159E-01   8.45765       1.93432       1.93029       1.82481       1.54752       1.22080       0.00000       1.82472    
  0.831745E-03   35.9590       3.41704       4.81730       3.34636       4.77968      0.706809E-01  0.376167E-01   8.12604       1.86259       1.85830       1.75460       1.48377       1.16686       0.00000       1.75452    
  0.911989E-03   34.3174       3.28947       4.62934       3.21509       4.58972      0.743842E-01  0.396173E-01   7.80481       1.79303       1.78847       1.68652       1.42206       1.11480       0.00000       1.68645    
  0.999975E-03   32.7145       3.16462       4.44524       3.08642       4.40356      0.782000E-01  0.416803E-01   7.48998       1.72481       1.71996       1.61976       1.36161       1.06390       0.00000       1.61970    
  0.109645E-02   31.1992       3.04596       4.26996       2.96367       4.22606      0.822942E-01  0.438982E-01   7.18973       1.65963       1.65448       1.55599       1.30404       1.01563       0.00000       1.55595    
  0.120223E-02   29.7244       2.93022       4.09880       2.84369       4.05260      0.865315E-01  0.461960E-01   6.89630       1.59588       1.59041       1.49363       1.24782      0.968580       0.00000       1.49361    
  0.131822E-02   28.2978       2.81794       3.93253       2.72700       3.88394      0.909386E-01  0.485884E-01   6.61094       1.53382       1.52802       1.43294       1.19318      0.922983       0.00000       1.43293    
