   1.89999998             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03  -4.82809      0.533207      0.881364      0.527399      0.878567      0.580794E-02  0.279779E-02   1.40597      0.527399      0.527140      0.351427       0.00000       0.00000       0.00000      0.351427    
  0.109648E-03  -4.44588      0.525591      0.868191      0.519400      0.865202      0.619078E-02  0.298900E-02   1.38460      0.519400      0.519121      0.346081       0.00000       0.00000       0.00000      0.346081    
  0.120226E-03  -4.09234      0.518206      0.855350      0.511591      0.852149      0.661512E-02  0.320174E-02   1.36374      0.511591      0.511289      0.340859       0.00000       0.00000       0.00000      0.340859    
  0.131825E-03  -3.74985      0.510918      0.842646      0.503859      0.839221      0.705855E-02  0.342442E-02   1.34308      0.503859      0.503533      0.335689       0.00000       0.00000       0.00000      0.335689    
  0.144543E-03  -3.42320      0.503766      0.830136      0.496237      0.826475      0.752931E-02  0.366133E-02   1.32271      0.496237      0.495885      0.330590       0.00000       0.00000       0.00000      0.330590    
  0.158489E-03  -3.11689      0.496805      0.817890      0.488763      0.813970      0.804197E-02  0.392016E-02   1.30273      0.488763      0.488382      0.325588       0.00000       0.00000       0.00000      0.325588    
  0.173779E-03  -2.82029      0.489938      0.805775      0.481361      0.801584      0.857660E-02  0.419050E-02   1.28295      0.481361      0.480951      0.320634       0.00000       0.00000       0.00000      0.320634    
  0.190545E-03  -2.54186      0.483255      0.793910      0.474099      0.789425      0.915591E-02  0.448428E-02   1.26352      0.474099      0.473655      0.315770       0.00000       0.00000       0.00000      0.315770    
  0.208928E-03  -2.27684      0.476718      0.782240      0.466944      0.777441      0.977447E-02  0.479876E-02   1.24438      0.466944      0.466465      0.310976       0.00000       0.00000       0.00000      0.310976    
  0.229085E-03  -2.02048      0.470277      0.770697      0.459858      0.765570      0.104187E-01  0.512676E-02   1.22543      0.459858      0.459342      0.306228       0.00000       0.00000       0.00000      0.306228    
  0.251186E-03  -1.78372      0.464070      0.759457      0.452938      0.753966      0.111314E-01  0.549102E-02   1.20690      0.452938      0.452380      0.301586       0.00000       0.00000       0.00000      0.301586    
  0.275420E-03  -1.55492      0.457966      0.748349      0.446088      0.742476      0.118774E-01  0.587291E-02   1.18856      0.446088      0.445485      0.296990       0.00000       0.00000       0.00000      0.296990    
  0.301992E-03  -1.33680      0.452001      0.737416      0.439333      0.731137      0.126679E-01  0.627848E-02   1.17047      0.439333      0.438682      0.292455       0.00000       0.00000       0.00000      0.292455    
  0.331127E-03  -1.13306      0.446241      0.726735      0.432711      0.720013      0.135299E-01  0.672221E-02   1.15272      0.432711      0.432008      0.288005       0.00000       0.00000       0.00000      0.288005    
  0.363073E-03  -.936001      0.440582      0.716176      0.426153      0.708990      0.144288E-01  0.718567E-02   1.13514      0.426153      0.425394      0.283596       0.00000       0.00000       0.00000      0.283596    
  0.398101E-03  -.751286      0.435116      0.705847      0.419715      0.698159      0.154011E-01  0.768839E-02   1.11787      0.419715      0.418895      0.279264       0.00000       0.00000       0.00000      0.279264    
  0.436509E-03  -.576066      0.429814      0.695709      0.413374      0.687481      0.164406E-01  0.822730E-02   1.10085      0.413374      0.412489      0.274992       0.00000       0.00000       0.00000      0.274992    
  0.478622E-03  -.406822      0.424617      0.685690      0.407094      0.676900      0.175232E-01  0.878940E-02   1.08399      0.407094      0.406140      0.270760       0.00000       0.00000       0.00000      0.270760    
  0.524798E-03  -.250900      0.419676      0.675956      0.400958      0.666544      0.187184E-01  0.941235E-02   1.06750      0.400958      0.399926      0.266617       0.00000       0.00000       0.00000      0.266617    
  0.575429E-03  -.100663      0.414856      0.666353      0.394885      0.656286      0.199710E-01  0.100664E-01   1.05117      0.394885      0.393772      0.262515       0.00000       0.00000       0.00000      0.262515    
  0.630945E-03  0.423954E-01  0.410189      0.656914      0.388893      0.646155      0.212960E-01  0.107598E-01   1.03505      0.388893      0.387693      0.258462       0.00000       0.00000       0.00000      0.258462    
  0.691816E-03  0.175368      0.405763      0.647725      0.383021      0.636206      0.227424E-01  0.115193E-01   1.01923      0.383021      0.381723      0.254482       0.00000       0.00000       0.00000      0.254482    
  0.758561E-03  0.303743      0.401455      0.638654      0.377205      0.626342      0.242505E-01  0.123125E-01   1.00355      0.377205      0.375805      0.250537       0.00000       0.00000       0.00000      0.250537    
  0.831745E-03  0.423794      0.397370      0.629805      0.371491      0.616634      0.258781E-01  0.131712E-01  0.988125      0.371491      0.369980      0.246654       0.00000       0.00000       0.00000      0.246654    
  0.911989E-03  0.537155      0.393486      0.621149      0.365865      0.607056      0.276201E-01  0.140928E-01  0.972921      0.365865      0.364233      0.242822       0.00000       0.00000       0.00000      0.242822    
  0.999975E-03  0.646418      0.389727      0.612611      0.360293      0.597557      0.294340E-01  0.150540E-01  0.957850      0.360293      0.358534      0.239023       0.00000       0.00000       0.00000      0.239023    
  0.109645E-02  0.746671      0.386275      0.604355      0.354843      0.588238      0.314317E-01  0.161168E-01  0.943082      0.354843      0.352943      0.235295       0.00000       0.00000       0.00000      0.235295    
  0.120223E-02  0.842882      0.382979      0.596236      0.349452      0.579002      0.335276E-01  0.172340E-01  0.928453      0.349452      0.347401      0.231601       0.00000       0.00000       0.00000      0.231601    
  0.131822E-02  0.934299      0.379868      0.588279      0.344128      0.569863      0.357399E-01  0.184160E-01  0.913991      0.344128      0.341918      0.227945       0.00000       0.00000       0.00000      0.227945    
  0.144540E-02   1.01866      0.377067      0.580582      0.338911      0.560871      0.381561E-01  0.197118E-01  0.899781      0.338911      0.336522      0.224348       0.00000       0.00000       0.00000      0.224348    
  0.158485E-02   1.09988      0.374416      0.573009      0.333741      0.551944      0.406743E-01  0.210648E-01  0.885685      0.333741      0.331166      0.220778       0.00000       0.00000       0.00000      0.220778    
  0.173775E-02   1.17549      0.372044      0.565661      0.328659      0.543136      0.433850E-01  0.225258E-01  0.871795      0.328659      0.325881      0.217254       0.00000       0.00000       0.00000      0.217254    
  0.190540E-02   1.24640      0.369942      0.558522      0.323654      0.534426      0.462876E-01  0.240952E-01  0.858081      0.323654      0.320656      0.213771       0.00000       0.00000       0.00000      0.213771    
  0.208923E-02   1.31449      0.368004      0.551508      0.318695      0.525777      0.493085E-01  0.257314E-01  0.844472      0.318695      0.315466      0.210311       0.00000       0.00000       0.00000      0.210311    
  0.229079E-02   1.37648      0.366464      0.544790      0.313840      0.517255      0.526243E-01  0.275351E-01  0.831095      0.313840      0.310353      0.206902       0.00000       0.00000       0.00000      0.206902    
  0.251180E-02   1.43558      0.365140      0.538225      0.309035      0.508792      0.561048E-01  0.294329E-01  0.817828      0.309035      0.305275      0.203517       0.00000       0.00000       0.00000      0.203517    
  0.275413E-02   1.49147      0.364057      0.531832      0.304287      0.500396      0.597692E-01  0.314358E-01  0.804683      0.304287      0.300238      0.200158       0.00000       0.00000       0.00000      0.200158    
  0.301984E-02   1.54237      0.363398      0.525729      0.299630      0.492098      0.637688E-01  0.336314E-01  0.791728      0.299630      0.295259      0.196839       0.00000       0.00000       0.00000      0.196839    
  0.331118E-02   1.59108      0.362945      0.519764      0.295013      0.483842      0.679328E-01  0.359221E-01  0.778854      0.295013      0.290305      0.193537       0.00000       0.00000       0.00000      0.193537    
  0.363064E-02   1.63595      0.362866      0.514044      0.290467      0.475656      0.723992E-01  0.383880E-01  0.766123      0.290467      0.285394      0.190262       0.00000       0.00000       0.00000      0.190262    
  0.398091E-02   1.67742      0.363164      0.508564      0.285986      0.467528      0.771785E-01  0.410364E-01  0.753513      0.285986      0.280517      0.187011       0.00000       0.00000       0.00000      0.187011    
  0.436498E-02   1.71691      0.363688      0.503227      0.281542      0.459432      0.821461E-01  0.437950E-01  0.740974      0.281542      0.275659      0.183773       0.00000       0.00000       0.00000      0.183773    
  0.478610E-02   1.75210      0.364752      0.498221      0.277181      0.451398      0.875717E-01  0.468229E-01  0.728579      0.277181      0.270839      0.180559       0.00000       0.00000       0.00000      0.180559    
  0.524785E-02   1.78512      0.366123      0.493398      0.272860      0.443389      0.932631E-01  0.500086E-01  0.716250      0.272860      0.266034      0.177356       0.00000       0.00000       0.00000      0.177356    
  0.575415E-02   1.81587      0.367817      0.488766      0.268583      0.435406      0.992332E-01  0.533596E-01  0.703990      0.268583      0.261244      0.174163       0.00000       0.00000       0.00000      0.174163    
  0.630929E-02   1.84283      0.370107      0.484478      0.264377      0.427452      0.105730      0.570259E-01  0.691829      0.264377      0.256471      0.170981       0.00000       0.00000       0.00000      0.170981    
  0.691799E-02   1.86814      0.372679      0.480350      0.260200      0.419505      0.112479      0.608444E-01  0.679705      0.260200      0.251703      0.167802       0.00000       0.00000       0.00000      0.167802    
