   4.00000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03  -.345726      0.731025       1.24222      0.723169       1.23827      0.785579E-02  0.395142E-02   1.96144      0.705016      0.704695      0.533650      0.181535E-01   0.00000       0.00000      0.533571    
  0.109648E-03  0.180572E-01  0.725988       1.22760      0.717642       1.22340      0.834564E-02  0.420148E-02   1.94104      0.696303      0.695957      0.527524      0.213393E-01   0.00000       0.00000      0.527443    
  0.120226E-03  0.347119      0.720512       1.21267      0.711626       1.20819      0.888566E-02  0.447777E-02   1.91982      0.687450      0.687076      0.521195      0.241759E-01   0.00000       0.00000      0.521113    
  0.131825E-03  0.662826      0.714882       1.19763      0.705434       1.19286      0.944864E-02  0.476610E-02   1.89829      0.678553      0.678149      0.514795      0.268807E-01   0.00000       0.00000      0.514712    
  0.144543E-03  0.959413      0.709032       1.18244      0.698988       1.17737      0.100445E-01  0.507167E-02   1.87635      0.669591      0.669155      0.508294      0.293966E-01   0.00000       0.00000      0.508210    
  0.158489E-03   1.23148      0.702930       1.16709      0.692240       1.16169      0.106904E-01  0.540361E-02   1.85393      0.660565      0.660093      0.501677      0.316749E-01   0.00000       0.00000      0.501593    
  0.173779E-03   1.49188      0.696715       1.15168      0.685353       1.14593      0.113626E-01  0.574936E-02   1.83128      0.651511      0.651003      0.495010      0.338414E-01   0.00000       0.00000      0.494925    
  0.190545E-03   1.73044      0.690305       1.13616      0.678217       1.13003      0.120879E-01  0.612316E-02   1.80825      0.642416      0.641867      0.488253      0.358004E-01   0.00000       0.00000      0.488167    
  0.208928E-03   1.95296      0.683773       1.12059      0.670913       1.11406      0.128597E-01  0.652157E-02   1.78498      0.633303      0.632710      0.481441      0.376099E-01   0.00000       0.00000      0.481355    
  0.229085E-03   2.16510      0.677163       1.10498      0.663501       1.09805      0.136618E-01  0.693606E-02   1.76155      0.624179      0.623539      0.474593      0.393228E-01   0.00000       0.00000      0.474507    
  0.251186E-03   2.35385      0.670414       1.08934      0.655869       1.08195      0.145445E-01  0.739341E-02   1.73782      0.615047      0.614356      0.467681      0.408224E-01   0.00000       0.00000      0.467595    
  0.275420E-03   2.53314      0.663623       1.07371      0.648157       1.06584      0.154661E-01  0.787147E-02   1.71400      0.605920      0.605175      0.460750      0.422375E-01   0.00000       0.00000      0.460663    
  0.301992E-03   2.69973      0.656779       1.05808      0.640339       1.04970      0.164398E-01  0.837738E-02   1.69004      0.596800      0.595997      0.453792      0.435390E-01   0.00000       0.00000      0.453706    
  0.331127E-03   2.84931      0.649894       1.04249      0.632397       1.03356      0.174968E-01  0.892784E-02   1.66596      0.587705      0.586838      0.446812      0.446917E-01   0.00000       0.00000      0.446726    
  0.363073E-03   2.99099      0.642999       1.02693      0.624403       1.01743      0.185966E-01  0.950128E-02   1.64183      0.578627      0.577691      0.439825      0.457760E-01   0.00000       0.00000      0.439740    
  0.398101E-03   3.11813      0.636100       1.01144      0.616319       1.00132      0.197811E-01  0.101203E-01   1.61764      0.569583      0.568574      0.432830      0.467356E-01   0.00000       0.00000      0.432746    
  0.436509E-03   3.23414      0.629223      0.996026      0.608180      0.985245      0.210431E-01  0.107811E-01   1.59342      0.560578      0.559489      0.425839      0.476017E-01   0.00000       0.00000      0.425756    
  0.478622E-03   3.34314      0.622362      0.980662      0.600007      0.969193      0.223546E-01  0.114686E-01   1.56920      0.551598      0.550426      0.418850      0.484091E-01   0.00000       0.00000      0.418768    
