   100.000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   30.8928       2.95778       3.96313       2.94386       3.95586      0.139192E-01  0.726711E-02   6.89972       1.79056       1.78999       1.62997       1.15330      0.536092       0.00000       1.62978    
  0.109648E-03   30.3510       2.89980       3.88319       2.88508       3.87550      0.147172E-01  0.768440E-02   6.76059       1.75552       1.75491       1.59736       1.12956      0.523427       0.00000       1.59717    
  0.120226E-03   29.7942       2.84171       3.80332       2.82612       3.79518      0.155893E-01  0.814094E-02   6.62130       1.72050       1.71983       1.56470       1.10562      0.510840       0.00000       1.56451    
  0.131825E-03   29.2326       2.78367       3.72359       2.76717       3.71498      0.164949E-01  0.861529E-02   6.48215       1.68552       1.68481       1.53206       1.08165      0.498299       0.00000       1.53187    
  0.144543E-03   28.6640       2.72569       3.64405       2.70824       3.63494      0.174485E-01  0.911514E-02   6.34318       1.65062       1.64985       1.49946       1.05762      0.485826       0.00000       1.49927    
  0.158489E-03   28.0884       2.66796       3.56497       2.64949       3.55532      0.184745E-01  0.965357E-02   6.20480       1.61588       1.61506       1.46698       1.03360      0.473472       0.00000       1.46679    
  0.173779E-03   27.5100       2.61040       3.48616       2.59086       3.47595      0.195381E-01  0.102121E-01   6.06681       1.58126       1.58037       1.43459       1.00960      0.461182       0.00000       1.43440    
  0.190545E-03   26.9270       2.55322       3.40794       2.53254       3.39713      0.206776E-01  0.108111E-01   5.92967       1.54687       1.54591       1.40238      0.985675      0.449028       0.00000       1.40219    
  0.208928E-03   26.3420       2.49644       3.33030       2.47456       3.31886      0.218828E-01  0.114453E-01   5.79342       1.51271       1.51168       1.37037      0.961852      0.436996       0.00000       1.37018    
  0.229085E-03   25.7558       2.43993       3.25305       2.41680       3.24095      0.231309E-01  0.121025E-01   5.65775       1.47870       1.47760       1.33849      0.938099      0.425045       0.00000       1.33831    
