   10.0000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   13.3385       1.41249       1.87564       1.40350       1.87150      0.899317E-02  0.414150E-02   3.27500       1.01445       1.01386      0.857755      0.389046       0.00000       0.00000      0.857644    
  0.109648E-03   13.1485       1.38603       1.84173       1.37649       1.83733      0.954876E-02  0.440367E-02   3.21382      0.996522      0.995881      0.841561      0.379963       0.00000       0.00000      0.841449    
  0.120226E-03   12.9592       1.36032       1.80861       1.35016       1.80392      0.101606E-01  0.469347E-02   3.15407      0.978989      0.978296      0.825733      0.371169       0.00000       0.00000      0.825619    
  0.131825E-03   12.7703       1.33491       1.77581       1.32411       1.77081      0.107982E-01  0.499595E-02   3.09492      0.961619      0.960871      0.810053      0.362492       0.00000       0.00000      0.809938    
  0.144543E-03   12.5819       1.30994       1.74346       1.29847       1.73815      0.114725E-01  0.531660E-02   3.03661      0.944482      0.943675      0.794586      0.353983       0.00000       0.00000      0.794470    
  0.158489E-03   12.3942       1.28557       1.71174       1.27336       1.70608      0.122029E-01  0.566508E-02   2.97944      0.927661      0.926789      0.779408      0.345702       0.00000       0.00000      0.779291    
  0.173779E-03   12.2070       1.26149       1.68034       1.24853       1.67431      0.129625E-01  0.602812E-02   2.92283      0.910995      0.910054      0.764371      0.337531       0.00000       0.00000      0.764253    
  0.190545E-03   12.0206       1.23798       1.64952       1.22420       1.64310      0.137814E-01  0.642077E-02   2.86730      0.894627      0.893612      0.749606      0.329574       0.00000       0.00000      0.749488    
  0.208928E-03   11.8349       1.21493       1.61917       1.20027       1.61233      0.146521E-01  0.683942E-02   2.81260      0.878491      0.877395      0.735053      0.321782       0.00000       0.00000      0.734935    
  0.229085E-03   11.6497       1.19216       1.58912       1.17660       1.58184      0.155566E-01  0.727506E-02   2.75845      0.862507      0.861326      0.720637      0.314097       0.00000       0.00000      0.720518    
  0.251186E-03   11.4656       1.17010       1.55979       1.15355       1.55203      0.165508E-01  0.775600E-02   2.70558      0.846880      0.845604      0.706546      0.306666       0.00000       0.00000      0.706428    
  0.275420E-03   11.2821       1.14834       1.53077       1.13075       1.52251      0.175881E-01  0.825884E-02   2.65326      0.831408      0.830032      0.692595      0.299342       0.00000       0.00000      0.692477    
  0.301992E-03   11.0993       1.12699       1.50216       1.10830       1.49337      0.186833E-01  0.879113E-02   2.60168      0.816141      0.814658      0.678831      0.292163       0.00000       0.00000      0.678713    
  0.331127E-03   10.9176       1.10623       1.47415       1.08636       1.46478      0.198708E-01  0.937057E-02   2.55114      0.801167      0.799566      0.665330      0.285188       0.00000       0.00000      0.665214    
