   30000.0000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   97.3391       7.83188       11.2378       7.81225       11.2281      0.196219E-01  0.976056E-02   19.0403       4.18921       4.18775       4.04380       3.62304       2.99671       0.00000       4.04361    
  0.109648E-03   93.5449       7.56288       10.8481       7.54217       10.8378      0.207099E-01  0.103098E-01   18.3800       4.05000       4.04844       3.90617       3.49217       2.88337       0.00000       3.90599    
  0.120226E-03   89.9419       7.30629       10.4763       7.28440       10.4654      0.218938E-01  0.109089E-01   17.7498       3.91700       3.91533       3.77472       3.36739       2.77551       0.00000       3.77454    
  0.131825E-03   86.4148       7.05464       10.1116       7.03152       10.1001      0.231208E-01  0.115304E-01   17.1316       3.78647       3.78468       3.64573       3.24505       2.66984       0.00000       3.64555    
  0.144543E-03   82.9965       6.81008       9.75713       6.78567       9.74495      0.244096E-01  0.121843E-01   16.5306       3.65949       3.65758       3.52026       3.12618       2.56730       0.00000       3.52008    
  0.158489E-03   79.7222       6.57495       9.41625       6.54916       9.40336      0.257910E-01  0.128866E-01   15.9525       3.53722       3.53517       3.39948       3.01194       2.46890       0.00000       3.39930    
  0.173779E-03   76.5175       6.34438       9.08195       6.31716       9.06833      0.272203E-01  0.136140E-01   15.3855       3.41722       3.41504       3.28097       2.89994       2.37251       0.00000       3.28079    
  0.190545E-03   73.4454       6.12254       8.76019       6.09379       8.74580      0.287461E-01  0.143922E-01   14.8396       3.30158       3.29925       3.16678       2.79221       2.27995       0.00000       3.16660    
  0.208928E-03   70.4739       5.90734       8.44798       5.87698       8.43276      0.303546E-01  0.152140E-01   14.3097       3.18926       3.18676       3.05588       2.68772       2.19029       0.00000       3.05571    
  0.229085E-03   67.5675       5.69645       8.14196       5.66443       8.12589      0.320171E-01  0.160644E-01   13.7903       3.07908       3.07642       2.94713       2.58535       2.10252       0.00000       2.94695    
  0.251186E-03   64.8125       5.49562       7.85037       5.46180       7.83338      0.338205E-01  0.169894E-01   13.2952       2.97392       2.97107       2.84335       2.48788       2.01913       0.00000       2.84318    
  0.275420E-03   62.1208       5.29901       7.56483       5.26332       7.54688      0.356904E-01  0.179499E-01   12.8102       2.87085       2.86782       2.74165       2.39247       1.93758       0.00000       2.74149    
  0.301992E-03   59.5142       5.10809       7.28743       5.07044       7.26847      0.376498E-01  0.189580E-01   12.3389       2.77062       2.76738       2.64277       2.29982       1.85849       0.00000       2.64261    
