   1.89999998             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   1.34086      0.490695      0.810296      0.485089      0.807883      0.560640E-02  0.241326E-02   1.29297      0.485089      0.484730      0.323153       0.00000       0.00000       0.00000      0.323153    
  0.109648E-03   1.36086      0.485676      0.801428      0.479695      0.798844      0.598099E-02  0.258417E-02   1.27854      0.479695      0.479307      0.319538       0.00000       0.00000       0.00000      0.319538    
  0.120226E-03   1.38131      0.480790      0.792728      0.474394      0.789953      0.639676E-02  0.277506E-02   1.26435      0.474394      0.473972      0.315981       0.00000       0.00000       0.00000      0.315981    
  0.131825E-03   1.40194      0.475961      0.784096      0.469130      0.781120      0.683150E-02  0.297520E-02   1.25025      0.469130      0.468672      0.312448       0.00000       0.00000       0.00000      0.312448    
  0.144543E-03   1.42284      0.471213      0.775561      0.463919      0.772373      0.729339E-02  0.318859E-02   1.23629      0.463919      0.463424      0.308949       0.00000       0.00000       0.00000      0.308949    
  0.158489E-03   1.44412      0.466578      0.767161      0.458781      0.763739      0.779698E-02  0.342247E-02   1.22252      0.458781      0.458243      0.305496       0.00000       0.00000       0.00000      0.305496    
  0.173779E-03   1.46558      0.462001      0.758828      0.453679      0.755160      0.832245E-02  0.366713E-02   1.20884      0.453679      0.453096      0.302064       0.00000       0.00000       0.00000      0.302064    
  0.190545E-03   1.48740      0.457537      0.750622      0.448645      0.746688      0.889243E-02  0.393379E-02   1.19533      0.448645      0.448013      0.298675       0.00000       0.00000       0.00000      0.298675    
  0.208928E-03   1.50951      0.453165      0.742516      0.443663      0.738296      0.950160E-02  0.421995E-02   1.18196      0.443663      0.442978      0.295319       0.00000       0.00000       0.00000      0.295319    
  0.229085E-03   1.53181      0.448853      0.734476      0.438716      0.729958      0.101364E-01  0.451886E-02   1.16867      0.438716      0.437975      0.291983       0.00000       0.00000       0.00000      0.291983    
  0.251186E-03   1.55456      0.444690      0.726594      0.433850      0.721742      0.108396E-01  0.485205E-02   1.15559      0.433850      0.433045      0.288697       0.00000       0.00000       0.00000      0.288697    
  0.275420E-03   1.57750      0.440595      0.718779      0.429019      0.713577      0.115760E-01  0.520198E-02   1.14260      0.429019      0.428146      0.285431       0.00000       0.00000       0.00000      0.285431    
  0.301992E-03   1.60070      0.436592      0.711056      0.424235      0.705482      0.123571E-01  0.557439E-02   1.12972      0.424235      0.423289      0.282193       0.00000       0.00000       0.00000      0.282193    
  0.331127E-03   1.62429      0.432726      0.703466      0.419516      0.697483      0.132098E-01  0.598317E-02   1.11700      0.419516      0.418490      0.278993       0.00000       0.00000       0.00000      0.278993    
  0.363073E-03   1.64805      0.428928      0.695939      0.414828      0.689529      0.140995E-01  0.641080E-02   1.10436      0.414828      0.413717      0.275811       0.00000       0.00000       0.00000      0.275811    
  0.398101E-03   1.67215      0.425263      0.688535      0.410200      0.681659      0.150628E-01  0.687599E-02   1.09186      0.410200      0.408995      0.272663       0.00000       0.00000       0.00000      0.272663    
  0.436509E-03   1.69652      0.421713      0.681231      0.405619      0.673855      0.160937E-01  0.737593E-02   1.07947      0.405619      0.404313      0.269542       0.00000       0.00000       0.00000      0.269542    
